vin,event_type,count(timestamp)
WDBPJ75J93A036224,click,4
WDBPJ75J93A036224,display,2
WDBPJ75J93A036224,show,18
WDBPJ75J93A036224,visit,12
WDBRF40J44A588747,click,1
WDBRF40J44A588747,display,1
WDBRF40J44A588747,show,1
WDBRF40J44A588747,visit,10
WDBRF40J95F689433,display,1
WDBRF40J95F689433,visit,5
WDBRF52H36A828339,display,1
WDBRF52H36A828339,show,2
WDBRF52H36A828339,visit,3
WDBRF64J64F494345,display,1
WDBRF64J64F494345,show,1
WDBRF64J64F494345,visit,1
WDBRN40J95A671790,display,1
WDBRN40J95A671790,show,1
WDBRN40J95A671790,visit,7
WDBTJ75J05F163125,display,1
WDBTJ75J05F163125,show,3
WDBTJ75J05F163125,visit,3
WDBTK65G64T017078,click,8
WDBTK65G64T017078,display,1
WDBTK65G64T017078,show,3
WDBTK65G64T017078,visit,17
WDBUF56J56A787056,display,1
WDBUF56J56A787056,visit,12
WDBUF56J56A848826,display,1
WDBUF56J56A848826,visit,1
WDBUF56X07B182684,click,5
WDBUF56X07B182684,display,2
WDBUF56X07B182684,show,11
WDBUF56X07B182684,visit,16
WDBUF70J13A322676,display,1
WDBUF70J13A322676,show,5
WDBUF70J13A322676,visit,3
WDBVG78J25A001318,display,1
WDBVG78J25A001318,show,3
WDBVG78J25A001318,visit,3
WDCGG5HB0DG030961,display,1
WDCGG5HB0DG030961,visit,6
WDCGG8JB0EG273697,display,1
WDCGG8JB0EG273697,show,1
WDCGG8JB0EG273697,visit,3
WDDDJ72X47A080091,display,1
WDDDJ72X47A080091,visit,3
WDDDJ75XX6A067498,click,1
WDDDJ75XX6A067498,display,1
WDDDJ75XX6A067498,visit,4
WDDGF56XX8F156804,display,1
WDDGF56XX8F156804,show,2
WDDGF56XX8F156804,visit,8
WDDGF5EB2BA459148,display,1
WDDGF5EB2BA459148,visit,1
WDDNG86XX7A103943,display,1
WDDNG86XX7A103943,visit,1
WMEEJ3BA9CK566985,display,1
WMEEJ3BA9CK566985,visit,1
WMWMF73519TW87238,edit,9
WMWMF73519TW87238,report,2
WMWMF73519TW87238,show,3
WMWMF73519TW87238,submit,1
WMWMF73519TW87238,visit,7
WMWRE33413TD73236,click,4
WMWRE33413TD73236,display,2
WMWRE33413TD73236,visit,23
WMWRE33455TD90768,display,2
WMWRE33455TD90768,show,4
WMWRE33455TD90768,visit,14
WMWZP3C58ET706860,click,1
WMWZP3C58ET706860,display,1
WMWZP3C58ET706860,show,1
WMWZP3C58ET706860,visit,7
WVGBV7AX0BW546470,display,1
WVGBV7AX0BW546470,show,2
WVGBV7AX0BW546470,visit,1
WVGUV7AXXHW508522,show,1
WVGUV7AXXHW508522,visit,9
WVWAK73C96P048576,display,1
WVWAK73C96P048576,show,3
WVWAK73C96P048576,visit,2
WVWBA71F98V023924,click,1
WVWBA71F98V023924,display,1
WVWBA71F98V023924,visit,2
WVWDR91K06W158114,display,1
WVWDR91K06W158114,show,2
WVWDR91K06W158114,visit,12
WVWFA71F58V038986,show,2
WVWFA71F58V038986,visit,7
WVWML7AN6AE512667,display,2
WVWML7AN6AE512667,visit,2
WVWRH63BX3P266377,display,1
WVWRH63BX3P266377,show,4
WVWRH63BX3P266377,visit,9
YV1CZ59H841083423,display,1
YV1CZ59H841083423,show,1
YV1CZ59H841083423,visit,3
YV1MS382452116522,display,1
YV1MS382452116522,show,4
YV1MS382452116522,visit,19
YV1MS382552075706,display,1
YV1MS382552075706,show,2
YV1MS382552075706,visit,6
YV1MS390X92454185,display,1
YV1MS390X92454185,visit,11
ZACCJBCT0GPC51200,display,4
ZACCJBCT0GPC51200,visit,8
ZACCJBCT8GPC50585,display,10
ZACCJBCT8GPC50585,visit,18
ZFBERFAT7G6B29759,display,1
ZFBERFAT7G6B29759,show,2
ZFBERFAT7G6B29759,visit,10
